observation_id,taxon_id,observer_id,n,signature,stratum_groups,included,reason
174386476,4368,3407654,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
174934250,144537,879306,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
178058611,4356,7056940,2,1;2,4,True,MATCHABLE
178532255,144537,1238055,2,1;2,4,True,MATCHABLE
180789640,14898,3961121,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
183305885,6987,5284736,4,0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
183604676,9721,2340017,2,2;2,8,True,MATCHABLE
184546920,11935,1746129,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
184565026,2548,4795714,2,2;2,10,True,MATCHABLE
184663332,2548,725612,2,2;2,10,True,MATCHABLE
187071199,4368,5795637,5,0;0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
187615046,9771,1459561,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
189737149,6987,5284736,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
190332361,11935,2615890,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
190343015,4345,2615890,2,0;0,5,True,MATCHABLE
190343019,4345,2615890,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
190399447,7109,2700324,2,0;0,4,True,MATCHABLE
190428384,9915,2126017,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
190542809,9319,35906,2,1;1,3,True,MATCHABLE
191100685,7109,3579366,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
191846463,7109,2305783,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
192811471,558441,6525767,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
193375477,144537,1710447,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
194156772,9915,5351253,4,0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
195663084,9319,2898425,2,0;0,4,True,MATCHABLE
196174134,9915,379757,2,0;0,4,True,MATCHABLE
196652058,9771,7186593,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
196838856,558441,6188569,2,1;1,3,True,MATCHABLE
198868645,558439,6914034,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
199092976,62148,7633941,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
199333950,6987,5294776,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
200259935,62148,7633941,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
200716736,9771,7186593,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
201144957,7428,5198327,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
201330814,9346,1698191,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
203008776,7428,6106687,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
203026376,11935,2340017,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
203029332,9424,2793172,2,0;0,3,True,MATCHABLE
204451484,7513,6914034,2,2;2,3,True,MATCHABLE
205247701,10247,326817,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
205858803,10224,5508024,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
205973908,14898,4427773,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
206269795,7428,3612539,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
206654838,4356,1038125,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
207094587,7513,28294,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
207385275,4356,5773676,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
208350250,7513,1791950,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
208380016,11858,6445405,3,0;0;0,8,True,MATCHABLE
208432351,9319,5165257,2,0;0,4,True,MATCHABLE
208486671,11935,1473861,3,0;1;1,3,True,MATCHABLE
208913357,7513,3116291,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
209620129,9135,1372859,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
210763139,558439,4608910,2,0;1,5,True,MATCHABLE
211328893,7294,925107,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
211792030,14898,846727,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
212324381,7513,5787258,2,0;0,4,True,MATCHABLE
213169526,10227,798592,2,0;0,5,True,MATCHABLE
213186512,9135,4439523,4,1;1;1;1,3,True,MATCHABLE
213615795,7513,25766,2,2;2,3,True,MATCHABLE
214430723,62550,6642642,3,0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
214862640,7513,6221273,2,0;1,4,True,MATCHABLE
214909164,9346,1833177,2,0;1,3,True,MATCHABLE
215056325,9346,5596339,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
215897036,558439,4608910,5,0;0;0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
216016659,9424,7380915,2,0;0,3,True,MATCHABLE
216556655,4209,6326680,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
217143258,9135,3132814,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
217314971,558439,3844236,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
217963080,4381,7997907,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
218705616,9135,4001217,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
218729869,9135,4752075,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
218758951,4345,6397498,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
218759587,4345,6397498,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
218887472,9346,5787258,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
219784608,6937,2612708,2,1;1,9,True,MATCHABLE
220490287,10227,8023542,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
220490928,10227,8023542,2,2;2,6,True,MATCHABLE
221704142,9135,8100742,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
222583931,9915,4672562,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
222884037,4209,2477757,2,0;1,3,True,MATCHABLE
223189811,4381,158474,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
223527420,4356,2108179,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
223527746,9135,1910832,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
223555230,4381,1814983,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
223585609,4368,8109971,2,0;1,3,True,MATCHABLE
223778497,4356,1814983,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
224066271,4381,1297023,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
224413758,10224,107880,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
224841637,558439,5510986,2,2;2,4,True,MATCHABLE
225006855,4345,8126656,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
225727058,7428,2725986,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
225949340,7428,808676,3,1;1;1,3,True,MATCHABLE
226189266,4356,3262402,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
226690712,4381,2477757,2,1;1,5,True,MATCHABLE
226710026,4381,3413972,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
228436901,558441,2408765,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
228436912,4209,2408765,2,0;1,3,True,MATCHABLE
228820864,7513,69145,2,0;1,4,True,MATCHABLE
228879570,7513,3617051,5,0;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
228930105,14898,5346626,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
229297573,62550,2408765,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
229332244,10247,2408765,2,1;1,4,True,MATCHABLE
229366642,7458,808676,2,0;1,4,True,MATCHABLE
229369788,145242,2408765,2,2;2,5,True,MATCHABLE
229369792,9319,2408765,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
229369806,9915,2408765,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
229369837,10224,2408765,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
229692966,7513,2893559,2,0;1,4,True,MATCHABLE
229716927,62148,2408765,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
229921948,4381,4338319,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
230701185,10247,2408765,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
231369083,4345,1416674,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
231491807,4368,5094596,2,0;1,3,True,MATCHABLE
232401534,7513,3617051,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
232666131,4381,5541217,2,1;1,5,True,MATCHABLE
232968164,11935,2408765,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
232968178,9721,2408765,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233253433,4381,7253401,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233504842,7513,6401810,4,0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233566632,14995,7230811,5,0;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233713774,9346,2408765,2,1;1,3,True,MATCHABLE
233716229,11935,2408765,2,2;2,5,True,MATCHABLE
233730481,16028,2408765,2,1;2,6,True,MATCHABLE
233781010,9346,2572945,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233802503,9921,2408765,2,0;0,4,True,MATCHABLE
233807971,14898,2408765,2,2;2,8,True,MATCHABLE
233867152,7294,2408765,2,0;0,4,True,MATCHABLE
233867156,7109,2408765,2,1;1,6,True,MATCHABLE
233936556,9981,2408765,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233936568,11858,2408765,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233955774,11858,2408765,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
233992952,7428,2408765,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
234225798,7428,2408765,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
234231676,16028,2408765,2,1;2,6,True,MATCHABLE
234234927,6933,2408765,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
234477983,6937,5292528,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
234505632,12024,182994,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
235248712,7109,6668973,2,1;1,6,True,MATCHABLE
236367542,4368,303791,3,0;0;0,3,True,MATCHABLE
236481646,9135,4330579,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
236625834,7428,143348,3,1;1;1,3,True,MATCHABLE
238599723,62550,327316,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
238663895,7428,5917780,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
238818608,4368,5028199,3,0;0;0,3,True,MATCHABLE
240023807,14995,6477057,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
241135812,4356,7626398,2,1;2,4,True,MATCHABLE
241220788,16447,5278045,2,2;2,3,True,MATCHABLE
241281100,14995,7926322,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
242304613,9721,798592,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
242409449,12024,780109,2,2;2,4,True,MATCHABLE
242811303,16447,7631941,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
242933326,558439,4762944,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
244033314,145242,6123063,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
244033315,145242,6123063,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
244738585,558439,8109971,2,0;1,5,True,MATCHABLE
244821015,6937,8465560,2,1;1,9,True,MATCHABLE
244844367,10247,2632926,5,1;1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
245093071,14995,7214181,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
245770399,558439,5406908,2,2;2,4,True,MATCHABLE
246834576,14995,2109218,2,1;2,4,True,MATCHABLE
246840059,7428,8303125,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
247923433,6937,5444993,2,1;1,9,True,MATCHABLE
248821354,7458,93347,2,0;0,9,True,MATCHABLE
249079705,7294,4664752,2,0;0,4,True,MATCHABLE
250151521,6937,3032137,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
251599623,9915,2126017,2,0;0,4,True,MATCHABLE
252769055,7513,8458830,2,0;0,4,True,MATCHABLE
253051814,7513,8458830,2,0;1,4,True,MATCHABLE
253356093,7470,252932,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
253772177,7428,6445405,3,1;1;1,3,True,MATCHABLE
254207667,7513,28294,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
254654887,6937,8109971,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
255365922,7513,3612539,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
255473080,7458,3612539,2,0;1,4,True,MATCHABLE
255563966,9915,5642344,2,0;0,4,True,MATCHABLE
255717127,9424,1791950,3,2;2;2,3,True,MATCHABLE
256169938,4356,8454164,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
256216190,4345,31422,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
256399203,4209,3719426,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
256423095,7109,5948784,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
256536453,4388,8422888,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
256683039,558439,3223937,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
256827592,9346,2202406,2,1;1,3,True,MATCHABLE
256878132,4356,5668411,2,1;1,4,True,MATCHABLE
256878133,6937,5668411,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
257549699,6937,836675,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
257550066,558439,836675,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
257550228,16447,836675,2,1;2,5,True,MATCHABLE
257551173,6937,836675,2,1;1,9,True,MATCHABLE
257551532,6933,836675,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
257804110,4356,6480350,2,1;1,4,True,MATCHABLE
257948111,7428,401030,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
258237602,558441,158474,5,1;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
258494163,4205,5418083,2,0;1,5,True,MATCHABLE
258603860,9346,47749,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
258636311,4388,2937364,2,0;0,5,True,MATCHABLE
258811449,4388,3914175,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
258851123,7458,7119147,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
258995533,16447,1934857,2,1;2,5,True,MATCHABLE
259058112,7470,2259547,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
259222444,9424,5508024,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
259977401,16447,5134114,2,2;2,3,True,MATCHABLE
260121520,9981,4218,2,0;1,3,True,MATCHABLE
260664866,16447,2955706,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
260664914,9721,2955706,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
260842934,4388,8679686,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
260847394,4388,8679686,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
260854005,9915,5746452,2,0;1,3,True,MATCHABLE
261058113,4205,6914034,2,0;0,6,True,MATCHABLE
261732494,4356,6610413,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
261854097,17855,28294,2,0;0,7,True,MATCHABLE
262068004,4328,7380915,5,0;1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
262114059,14995,3050,2,1;2,4,True,MATCHABLE
262318692,7294,1076217,2,0;0,4,True,MATCHABLE
262328924,16447,8797731,4,0;0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
262396396,9135,7534498,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
262816343,7513,6679295,5,0;0;0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
262854138,17855,1948390,2,0;0,7,True,MATCHABLE
262898460,4388,908822,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
262908652,4381,7199402,2,1;2,4,True,MATCHABLE
262981058,4328,8537534,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
263084546,6937,6235578,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
263472532,6937,3657618,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
263589063,4328,780109,2,0;1,4,True,MATCHABLE
263722465,17855,2678110,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
263903897,4381,845409,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
264012734,6987,7378384,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
264385218,558439,1141540,2,0;1,5,True,MATCHABLE
265191688,14995,3050,2,2;2,3,True,MATCHABLE
265325545,7109,8072018,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
265498547,4381,8465560,2,1;2,4,True,MATCHABLE
265544897,558439,3147215,2,0;0,3,True,MATCHABLE
266084791,558439,2545632,2,0;0,3,True,MATCHABLE
266191358,17855,12842,3,0;0;0,3,True,MATCHABLE
266231979,14898,3196885,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
266258008,7109,1416674,2,0;0,4,True,MATCHABLE
266274900,558439,1416674,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
266284557,4205,1416674,2,0;1,5,True,MATCHABLE
266399931,9319,8097072,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
266551351,558441,5039506,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
266908576,17855,3574174,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
266946228,558439,5039506,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
266946229,6933,5039506,2,1;1,8,True,MATCHABLE
267490577,4328,4109344,2,0;0,7,True,MATCHABLE
267693949,558439,8651301,2,0;1,5,True,MATCHABLE
268732101,6937,8454164,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
268732834,6937,8454164,2,1;1,9,True,MATCHABLE
268786297,9135,5690338,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
268921838,144537,6525767,2,2;2,3,True,MATCHABLE
268973669,17855,8073104,2,0;0,7,True,MATCHABLE
269140642,7458,6530788,2,0;0,9,True,MATCHABLE
269503884,4368,5779995,2,1;2,4,True,MATCHABLE
269646626,4388,3752869,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
269677307,4368,5779995,2,1;1,3,True,MATCHABLE
269871756,14898,8263492,2,2;2,8,True,MATCHABLE
270097072,16447,1164218,2,1;2,5,True,MATCHABLE
270107298,6937,6123063,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
270710272,4388,2497522,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
270747840,16447,6668973,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
271270466,4388,1127920,2,0;0,5,True,MATCHABLE
271552002,16447,8934441,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
272749742,4356,8501821,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
273122157,16447,1127920,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
273478998,17855,428097,2,0;0,7,True,MATCHABLE
273506702,17855,8004359,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
273579422,8021,856986,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
274055993,59202,4924157,5,0;0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
275132315,4209,3719426,2,0;1,3,True,MATCHABLE
275202315,4328,8839629,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
275392504,9319,5274691,2,0;0,4,True,MATCHABLE
275813966,4381,6519945,2,1;1,5,True,MATCHABLE
276087568,4381,7056259,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
276730386,4381,6681506,2,1;1,5,True,MATCHABLE
276753222,14995,5172127,3,1;2;2,3,True,MATCHABLE
277457275,8021,1761104,3,0;0;0,3,True,MATCHABLE
277583031,4388,7967760,2,0;1,4,True,MATCHABLE
277631518,59202,1935373,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
277793666,4381,5028199,2,1;1,5,True,MATCHABLE
277973638,59202,8996122,2,2;2,3,True,MATCHABLE
277973644,59202,8996122,2,1;1,3,True,MATCHABLE
278494272,4388,8598500,2,0;0,5,True,MATCHABLE
278588074,11935,143348,2,2;2,5,True,MATCHABLE
279237390,8021,7378384,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
279325407,9346,8072018,3,0;0;0,3,True,MATCHABLE
279732833,4328,486975,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
279854514,4388,7967760,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
280054745,4381,110005,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
280122807,17855,696052,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
280321141,4388,6437155,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
280321439,4388,6437155,2,0;1,4,True,MATCHABLE
280373236,11935,2965175,2,2;2,5,True,MATCHABLE
280451598,8021,7378384,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
281002540,17855,548238,2,0;0,7,True,MATCHABLE
281176013,9424,4893346,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
281667762,9346,6914034,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
281667766,14995,6914034,2,1;2,4,True,MATCHABLE
281689621,62148,72679,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
281871795,7294,836675,3,0;0;0,3,True,MATCHABLE
281967212,11858,247079,3,0;0;0,8,True,MATCHABLE
282496732,7428,4893346,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
282542489,9921,4330579,3,0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
282909248,9424,2097184,2,0;0,3,True,MATCHABLE
283240666,16447,8771890,2,1;2,5,True,MATCHABLE
283244745,8021,9053875,2,0;0,5,True,MATCHABLE
283524721,14995,11673,2,1;2,4,True,MATCHABLE
283642198,59202,6702673,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
283759873,17855,4765508,3,0;0;0,3,True,MATCHABLE
283797802,10227,4893346,3,0;0;0,4,True,MATCHABLE
284036875,17855,990003,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
284551744,16447,8771890,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
284694875,14995,9064646,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
284704063,11935,808676,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
285183777,14995,8263492,2,2;2,3,True,MATCHABLE
285223749,17855,2290488,5,0;0;0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
285346309,59202,1641854,2,2;2,3,True,MATCHABLE
285693090,14995,4468345,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
285833588,17855,746047,2,0;0,7,True,MATCHABLE
286055395,9346,470233,3,0;0;0,3,True,MATCHABLE
286570064,4388,7479235,5,1;1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
286714726,10227,4723516,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
286763529,4328,6149844,2,0;0,7,True,MATCHABLE
286926068,17855,8073104,4,0;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
287224691,7513,1196455,2,2;2,3,True,MATCHABLE
287748167,4328,1567007,4,0;0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
287855685,11935,41329,3,0;1;1,3,True,MATCHABLE
288780726,14898,8063284,2,2;2,8,True,MATCHABLE
289992676,14995,728536,3,1;2;2,3,True,MATCHABLE
290053779,6987,5497936,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
290760087,7428,1870678,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
