backbone,model,method,condition,budget,accuracy_delta_mean,accuracy_delta_std,accuracy_delta_min,accuracy_delta_max,singleton_accuracy_delta_mean,singleton_accuracy_delta_std,singleton_accuracy_delta_min,singleton_accuracy_delta_max,joint_wrong_pair_delta_mean,joint_wrong_pair_delta_std,joint_wrong_pair_delta_min,joint_wrong_pair_delta_max,same_wrong_pair_delta_mean,same_wrong_pair_delta_std,same_wrong_pair_delta_min,same_wrong_pair_delta_max,any_single_correct_set_wrong_delta_mean,any_single_correct_set_wrong_delta_std,any_single_correct_set_wrong_delta_min,any_single_correct_set_wrong_delta_max,all_single_wrong_set_correct_delta_mean,all_single_wrong_set_correct_delta_std,all_single_wrong_set_correct_delta_min,all_single_wrong_set_correct_delta_max,nll_delta_mean,nll_delta_std,nll_delta_min,nll_delta_max,brier_delta_mean,brier_delta_std,brier_delta_min,brier_delta_max,top5_delta_mean,top5_delta_std,top5_delta_min,top5_delta_max
dinov2,probability_mlp,native,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.520559641162341e-10,1.505665436165674e-10,-3.129894121656207e-10,1.464006693652209e-11,-9.964665204087453e-11,7.840184367211941e-11,-1.9084585763569825e-10,-2.5402827989277437e-11,0.0,0.0,0.0,0.0
dinov2,probability_mlp,native,difficulty_matched,2,0.0609987464783062,0.006078959647215058,0.052452014558932926,0.07448935585728027,1.2952601953960158e-17,1.810997592368553e-17,0.0,3.700743415417188e-17,-0.05615930060505534,0.006033249143326522,-0.06581524985613038,-0.04172098865495094,-0.08987292319839488,0.0017754136262836857,-0.09511424401361507,-0.08727964034567808,-0.00164233070679611,0.004213570017342134,-0.008587964562807325,0.00653161769513972,0.003197115166454789,0.0013399836932395908,0.0015036937206748529,0.007472523981957944,-0.20730438600252077,0.008979212455108784,-0.22462292230747982,-0.18923267545063674,-0.04498404585676562,0.0019809437367791665,-0.049078155261144306,-0.04020700330639863,0.04154194730845678,0.004155624397328621,0.03331937978164401,0.04924712196724771
dinov2,probability_mlp,native,difficulty_matched,3,0.055394736842105295,0.011952583240823437,0.03771929824561404,0.07894736842105261,1.8503717077085942e-18,8.275113844157577e-18,0.0,3.700743415417188e-17,-0.032400097465886936,0.008241947713773163,-0.04298245614035087,-0.011890838206627683,-0.0667933723196881,0.005382553054710586,-0.0726120857699805,-0.049220272904483435,-0.012763157894736837,0.008747928074260558,-0.023976608187134495,0.011111111111111115,0.0004970760233918128,0.0013452968540225636,0.0,0.005847953216374269,-0.26458068103833665,0.02020583325257519,-0.30299166746900824,-0.22757670951841968,-0.03885794626137595,0.0026328991358328456,-0.042779404933374544,-0.03207943756646481,0.050233918128655006,0.006974191524437725,0.03947368421052636,0.06578947368421062
dinov2,probability_mlp,native,difficulty_matched,4,0.021666666666666667,0.02321607965992166,-0.022222222222222216,0.055555555555555546,0.0,0.0,0.0,0.0,0.00666666666666667,0.01638157731641307,-0.011111111111111108,0.04444444444444445,-0.014166666666666671,0.01354546168145415,-0.02777777777777778,0.022222222222222223,-0.027222222222222214,0.06919898138947662,-0.17777777777777778,0.0666666666666667,0.0011111111111111111,0.0034199278402838474,0.0,0.011111111111111112,-0.09241564687191024,0.05543701291785895,-0.17396398618399256,0.007511449335269334,-0.03128188188095959,0.011537110535401837,-0.04579489251396677,-0.007388297689466139,0.05999999999999996,0.0393910766554809,-0.011111111111111146,0.11111111111111109
dinov2,probability_mlp,native,difficulty_matched,5,0.07777777777777777,0.06347117450860881,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,-0.0005555555555555567,0.02535645810264854,-0.022222222222222216,0.06666666666666665,-0.02833333333333334,0.027090923362908297,-0.05555555555555556,0.044444444444444425,-0.11666666666666665,0.1819503034635401,-0.4444444444444444,0.11111111111111112,0.0,0.0,0.0,0.0,-0.15913844410335645,0.1221565501989967,-0.29913814930725197,0.07360679615495624,-0.028576839599402028,0.008903575737869079,-0.040884701390898316,-0.009986355257675439,0.1388888888888889,0.10116282977781399,-0.11111111111111112,0.22222222222222224
dinov2,probability_mlp,native,unrestricted_common,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5406149689312089e-10,7.777914722860843e-11,-3.129894121656207e-10,1.464006693652209e-11,-9.741909686352319e-11,3.9122921609217386e-11,-1.9084585763569825e-10,-2.5402827989277437e-11,0.0,0.0,0.0,0.0
dinov2,probability_mlp,native,unrestricted_common,2,0.07848215681942092,0.00771576216467624,0.062423699058919056,0.09115343368488016,1.850371707708594e-17,1.898441315419856e-17,0.0,3.700743415417188e-17,-0.07528222418159526,0.006881682553253572,-0.08561493537908631,-0.0631856293019815,-0.08721195863884543,0.002929658851952566,-0.0916237326614685,-0.08058957406441682,0.0005797786536780295,0.00638007992799152,-0.008833665751904746,0.015892144194030986,0.003779711291503744,0.0015652275056146747,0.0009554910498306727,0.00702430867525207,-0.28254927503256233,0.024092991642409634,-0.3223835600941833,-0.23567389743703004,-0.051635073068636836,0.0022914826923981745,-0.0556189371823835,-0.047280816821892634,0.0611806214400555,0.008749026931917843,0.0436100819748619,0.07302268835287706
dinov2,probability_mlp,native,unrestricted_common,3,0.05840643274853807,0.01120783538524616,0.03450292397660826,0.07631578947368418,5.551115123125783e-18,1.3557582779859642e-17,0.0,3.700743415417188e-17,-0.02985623781676413,0.006955054091723009,-0.04210526315789475,-0.016471734892787526,-0.06353801169590642,0.005443587925457897,-0.07202729044834308,-0.04883040935672515,-0.013567251461988297,0.01067168187595988,-0.03567251461988303,0.0020467836257310004,0.0030701754385964912,0.0035704288308271983,0.0,0.011695906432748537,-0.2726085567055469,0.023031089636463643,-0.3051738784417116,-0.21920101135505743,-0.03841234367874911,0.0028834012853427428,-0.042658153322405336,-0.033945191870375924,0.051959064327485406,0.008376272390876923,0.03918128654970765,0.06959064327485383
dinov2,probability_mlp,native,unrestricted_common,4,0.027777777777777773,0.03214247037113753,-0.011111111111111108,0.10000000000000002,0.0,0.0,0.0,0.0,0.010000000000000004,0.016182037868502468,-0.011111111111111108,0.03333333333333335,-0.011944444444444448,0.011580017966927337,-0.03333333333333333,0.00555555555555555,-0.03499999999999999,0.056916089074896446,-0.17777777777777778,0.05555555555555559,0.0016666666666666666,0.005437338721439922,0.0,0.022222222222222223,-0.10612623110142097,0.03794515246344346,-0.16376860218718528,-0.03552985838671555,-0.030168313151016275,0.011809664840610197,-0.04370424518600404,-0.0015255482762946044,0.07055555555555552,0.03386994964978178,-0.011111111111111146,0.11111111111111109
dinov2,probability_mlp,native,unrestricted_common,5,0.10555555555555556,0.11096481597049501,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0005555555555555533,0.021471228311956702,-0.022222222222222216,0.06666666666666661,-0.023888888888888897,0.02316003593385467,-0.06666666666666667,0.0111111111111111,-0.15,0.16232152692315355,-0.4444444444444444,0.11111111111111112,0.0,0.0,0.0,0.0,-0.1933143117098211,0.08381492923761961,-0.29901956513896705,-0.019650040256025642,-0.029365798185541626,0.0056928359323150934,-0.03840000610598896,-0.018383336539747108,0.16666666666666669,0.07647191129018725,0.0,0.22222222222222224
dinov2,probability_mlp,probability_pool,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.520559641162341e-10,1.505665436165674e-10,-3.129894121656207e-10,1.464006693652209e-11,-9.964665204087453e-11,7.840184367211941e-11,-1.9084585763569825e-10,-2.5402827989277437e-11,0.0,0.0,0.0,0.0
dinov2,probability_mlp,probability_pool,difficulty_matched,2,0.0609987464783062,0.006078959647215058,0.052452014558932926,0.07448935585728027,1.2952601953960158e-17,1.810997592368553e-17,0.0,3.700743415417188e-17,-0.05615930060505534,0.006033249143326522,-0.06581524985613038,-0.04172098865495094,-0.08987292319839488,0.0017754136262836857,-0.09511424401361507,-0.08727964034567808,-0.00164233070679611,0.004213570017342134,-0.008587964562807325,0.00653161769513972,0.003197115166454789,0.0013399836932395908,0.0015036937206748529,0.007472523981957944,-0.20730438625027608,0.008979210421803718,-0.22462291446945248,-0.18923268361713483,-0.04498404498186066,0.0019809436139691912,-0.0490781532984411,-0.04020700231699611,0.04154194730845678,0.004155624397328621,0.03331937978164401,0.04924712196724771
dinov2,probability_mlp,probability_pool,difficulty_matched,3,0.055394736842105295,0.011952583240823437,0.03771929824561404,0.07894736842105261,1.8503717077085942e-18,8.275113844157577e-18,0.0,3.700743415417188e-17,-0.032400097465886936,0.008241947713773163,-0.04298245614035087,-0.011890838206627683,-0.0667933723196881,0.005382553054710586,-0.0726120857699805,-0.049220272904483435,-0.012763157894736837,0.008747928074260558,-0.023976608187134495,0.011111111111111115,0.0004970760233918128,0.0013452968540225636,0.0,0.005847953216374269,-0.2645806860389713,0.020205831309423366,-0.3029916689080952,-0.22757669561635033,-0.03885794308289991,0.0026328982719525757,-0.042779398301873585,-0.03207943422148849,0.050233918128655006,0.006974191524437725,0.03947368421052636,0.06578947368421062
dinov2,probability_mlp,probability_pool,difficulty_matched,4,0.021666666666666667,0.02321607965992166,-0.022222222222222216,0.055555555555555546,0.0,0.0,0.0,0.0,0.00666666666666667,0.01638157731641307,-0.011111111111111108,0.04444444444444445,-0.014166666666666671,0.01354546168145415,-0.02777777777777778,0.022222222222222223,-0.027222222222222214,0.06919898138947662,-0.17777777777777778,0.0666666666666667,0.0011111111111111111,0.0034199278402838474,0.0,0.011111111111111112,-0.09241566105481276,0.05543701916567765,-0.1739640455937899,0.00751142458004946,-0.03128190304820636,0.011537110904505083,-0.0457949112822131,-0.007388332303200666,0.05999999999999996,0.0393910766554809,-0.011111111111111146,0.11111111111111109
dinov2,probability_mlp,probability_pool,difficulty_matched,5,0.07777777777777777,0.06347117450860881,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,-0.0005555555555555567,0.02535645810264854,-0.022222222222222216,0.06666666666666665,-0.02833333333333334,0.027090923362908297,-0.05555555555555556,0.044444444444444425,-0.11666666666666665,0.1819503034635401,-0.4444444444444444,0.11111111111111112,0.0,0.0,0.0,0.0,-0.159138566646499,0.12215656414069215,-0.299138297494024,0.0736066544212138,-0.028576882086416455,0.00890357069854184,-0.04088473436661766,-0.009986411325029976,0.1388888888888889,0.10116282977781399,-0.11111111111111112,0.22222222222222224
dinov2,probability_mlp,probability_pool,unrestricted_common,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5406149689312089e-10,7.777914722860843e-11,-3.129894121656207e-10,1.464006693652209e-11,-9.741909686352319e-11,3.9122921609217386e-11,-1.9084585763569825e-10,-2.5402827989277437e-11,0.0,0.0,0.0,0.0
dinov2,probability_mlp,probability_pool,unrestricted_common,2,0.07848215681942092,0.00771576216467624,0.062423699058919056,0.09115343368488016,1.850371707708594e-17,1.898441315419856e-17,0.0,3.700743415417188e-17,-0.07528222418159526,0.006881682553253572,-0.08561493537908631,-0.0631856293019815,-0.08721195863884543,0.002929658851952566,-0.0916237326614685,-0.08058957406441682,0.0005797786536780295,0.00638007992799152,-0.008833665751904746,0.015892144194030986,0.003779711291503744,0.0015652275056146747,0.0009554910498306727,0.00702430867525207,-0.2825492744452729,0.024092992566894723,-0.3223835569923123,-0.23567389479804648,-0.051635072639330946,0.002291482907877664,-0.05561893651817177,-0.04728081495282793,0.0611806214400555,0.008749026931917843,0.0436100819748619,0.07302268835287706
dinov2,probability_mlp,probability_pool,unrestricted_common,3,0.05840643274853807,0.01120783538524616,0.03450292397660826,0.07631578947368418,5.551115123125783e-18,1.3557582779859642e-17,0.0,3.700743415417188e-17,-0.02985623781676413,0.006955054091723009,-0.04210526315789475,-0.016471734892787526,-0.06353801169590642,0.005443587925457897,-0.07202729044834308,-0.04883040935672515,-0.013567251461988297,0.01067168187595988,-0.03567251461988303,0.0020467836257310004,0.0030701754385964912,0.0035704288308271983,0.0,0.011695906432748537,-0.2726085615531072,0.023031091043081726,-0.30517388172323684,-0.21920102141137332,-0.03841234117318617,0.002883400676230777,-0.042658147174155725,-0.03394518869218784,0.051959064327485406,0.008376272390876923,0.03918128654970765,0.06959064327485383
dinov2,probability_mlp,probability_pool,unrestricted_common,4,0.027777777777777773,0.03214247037113753,-0.011111111111111108,0.10000000000000002,0.0,0.0,0.0,0.0,0.010000000000000004,0.016182037868502468,-0.011111111111111108,0.03333333333333335,-0.011944444444444448,0.011580017966927337,-0.03333333333333333,0.00555555555555555,-0.03499999999999999,0.056916089074896446,-0.17777777777777778,0.05555555555555559,0.0016666666666666666,0.005437338721439922,0.0,0.022222222222222223,-0.10612624009588893,0.03794516244991111,-0.1637686447381909,-0.03552987232652464,-0.030168330369334993,0.011809663497930799,-0.043704257173826234,-0.001525571212605566,0.07055555555555552,0.03386994964978178,-0.011111111111111146,0.11111111111111109
dinov2,probability_mlp,probability_pool,unrestricted_common,5,0.10555555555555556,0.11096481597049501,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0005555555555555533,0.021471228311956702,-0.022222222222222216,0.06666666666666661,-0.023888888888888897,0.02316003593385467,-0.06666666666666667,0.0111111111111111,-0.15,0.16232152692315355,-0.4444444444444444,0.11111111111111112,0.0,0.0,0.0,0.0,-0.19331441652746617,0.08381494952159281,-0.29901966336331914,-0.019650155956237498,-0.029365837886792777,0.005692832373966362,-0.03840005345055749,-0.01838338883995516,0.16666666666666669,0.07647191129018725,0.0,0.22222222222222224
dinov2,set_transformer,native,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3408651670469376e-09,1.3337759870266465e-10,1.1597220961334642e-09,1.596945982858718e-09,7.066842481566009e-10,3.735288894762357e-11,6.423726735723297e-10,7.443954341823655e-10,0.0,0.0,0.0,0.0
dinov2,set_transformer,native,difficulty_matched,2,0.07463590305571433,0.007781727226331811,0.06443368825444296,0.09250504620001476,-1.6653345369377347e-17,1.8889252589269225e-17,-3.700743415417188e-17,0.0,-0.05870010972605311,0.005664229133226653,-0.06753029465293618,-0.04855423809826325,-0.09980368717003935,0.00249329446280051,-0.10324166574166571,-0.09370105203438535,0.005799162402935985,0.00479665294720192,-0.001350297733945539,0.01610109841241916,0.02173495573259724,0.004783770283240919,0.012655915014405583,0.03308549126159189,-0.38906857213175433,0.01993928149808663,-0.43061723386985945,-0.35158819397423363,-0.0985538291647724,0.007515640719316391,-0.11506829263683642,-0.086573427436434,0.04072270511342841,0.003820382215374529,0.03413006746340078,0.04804001321296921
dinov2,set_transformer,native,difficulty_matched,3,0.07372807017543861,0.012675584590354543,0.051023391812865526,0.09824561403508776,0.0,0.0,0.0,0.0,-0.035346003898635445,0.009259787071941267,-0.054385964912280656,-0.019395711500974633,-0.04948343079922027,0.004424508320846756,-0.05594541910331383,-0.04171539961013645,-0.0028362573099415273,0.012883968524549549,-0.030409356725146202,0.027923976608187125,0.01568713450292398,0.010627685947876742,0.0,0.035380116959064324,-0.4803108670599265,0.04724558292103592,-0.5713700762961208,-0.34540488896484556,-0.12096566927957242,0.01651355449605107,-0.14578260654184905,-0.08145542366968332,0.06875730994152052,0.007711806875373957,0.05511695906432753,0.08084795321637432
dinov2,set_transformer,native,difficulty_matched,4,0.053333333333333344,0.0550975270940343,-0.055555555555555546,0.1666666666666667,0.0,0.0,0.0,0.0,-0.03370370370370371,0.017798882859051877,-0.05925925925925927,0.011111111111111108,-0.03768518518518517,0.016739876032110513,-0.061111111111111095,9.25185853854297e-18,0.0077777777777777776,0.04673901381721258,-0.07777777777777778,0.07777777777777778,0.03222222222222222,0.034745898360691266,-0.03333333333333333,0.08888888888888889,-0.4364253994728883,0.12979289053478435,-0.6754373976782441,-0.1541104879360097,-0.15748342056262057,0.05111528178890759,-0.24074041189176373,-0.05830260444410614,0.006666666666666672,0.029375125288328616,-0.07777777777777779,0.03333333333333336
dinov2,set_transformer,native,difficulty_matched,5,0.10555555555555556,0.15069688668622214,-0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,-0.03777777777777778,0.007561744970874667,-0.04444444444444443,-0.022222222222222216,-0.06888888888888887,0.028062864545012764,-0.12222222222222219,0.0,0.05555555555555556,0.09190779909650124,-0.1111111111111111,0.2222222222222222,0.09444444444444444,0.1210469812507339,-0.1111111111111111,0.3333333333333333,-0.7235053222612577,0.27921017827191175,-1.213670686506443,-0.16617922344073,-0.2307079494183657,0.0906385691823846,-0.3847290428068257,-0.0668416985326555,-0.011111111111111112,0.03419927840283847,-0.11111111111111112,0.0
dinov2,set_transformer,native,unrestricted_common,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2436623656834436e-09,1.6117498302663047e-10,1.0834926289504665e-09,1.596945982858718e-09,6.840231954926187e-10,5.314062074139358e-11,6.384683152541962e-10,8.120093486496671e-10,0.0,0.0,0.0,0.0
dinov2,set_transformer,native,unrestricted_common,2,0.09038440507780118,0.009439493654589307,0.07077835686326246,0.11178931131761305,-7.401486830834377e-18,1.5187530523358845e-17,-3.700743415417188e-17,0.0,-0.07638445804719388,0.0066624556607676145,-0.08994058876134348,-0.0643550806286655,-0.09860206995427119,0.003012518666131399,-0.10388470136897808,-0.09393287530079981,0.004927740992992563,0.005024477393390786,-0.005127009608141685,0.013835422090139065,0.018927688023599974,0.006700717524490754,0.00812704940063431,0.029820208908259222,-0.5094643997464401,0.03708468145473675,-0.5694673424274862,-0.4573343689536251,-0.11787136683353568,0.0086257749601734,-0.13472962310818037,-0.10409439397953762,0.06358163223336184,0.006355928998130696,0.05396166551826931,0.07307339178408363
dinov2,set_transformer,native,unrestricted_common,3,0.07551900584795324,0.012896716629528132,0.048538011695906436,0.10350877192982451,0.0,0.0,0.0,0.0,-0.03698343079922024,0.01178155836144118,-0.05302144249512667,-0.0053118908382066106,-0.04950048732943469,0.0046648205168870974,-0.05584795321637426,-0.04044834307992202,-0.00298976608187135,0.01542113916360601,-0.030847953216374274,0.025146198830409357,0.014978070175438596,0.008376013854987239,0.0038011695906432726,0.03684210526315789,-0.5026280511597243,0.041279054095830506,-0.5896750788474358,-0.4268395629871982,-0.12510546839861886,0.012533002562450636,-0.1575795275447415,-0.10221011863282613,0.0728947368421053,0.008141719883609833,0.058040935672514636,0.08991228070175443
dinov2,set_transformer,native,unrestricted_common,4,0.07388888888888889,0.044191531858255466,0.011111111111111108,0.1666666666666667,0.0,0.0,0.0,0.0,-0.0312037037037037,0.017249658499798926,-0.05925925925925927,0.005555555555555573,-0.03055555555555554,0.014918012887513564,-0.055555555555555546,0.005555555555555564,-0.0022222222222222196,0.038591174540776124,-0.05555555555555555,0.07777777777777779,0.04555555555555556,0.03035420099209903,-0.011111111111111113,0.09999999999999999,-0.481750959962764,0.07596914872141151,-0.6124711949011338,-0.3279921966952974,-0.17196977635042365,0.042131762579184315,-0.24337912105711804,-0.07415524716184457,0.015555555555555567,0.023748738894735427,-0.03333333333333336,0.03333333333333336
dinov2,set_transformer,native,unrestricted_common,5,0.19444444444444445,0.12422599874998831,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,-0.03555555555555554,0.009261208371849896,-0.04444444444444443,-0.022222222222222216,-0.06388888888888887,0.028584769001050274,-0.11111111111111109,0.011111111111111108,0.005555555555555555,0.10494591570981472,-0.1111111111111111,0.2222222222222222,0.1222222222222222,0.107545115727443,0.0,0.3333333333333333,-0.8049423082688524,0.12224432488643988,-0.9915995663421789,-0.44005396189864054,-0.2651107088587588,0.07422332505112512,-0.3991537612694396,-0.1361158817103222,-0.005555555555555556,0.024845199749997663,-0.11111111111111112,0.0
dinov2,set_transformer,probability_pool,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3408651670469376e-09,1.3337759870266465e-10,1.1597220961334642e-09,1.596945982858718e-09,7.066842481566009e-10,3.735288894762357e-11,6.423726735723297e-10,7.443954341823655e-10,0.0,0.0,0.0,0.0
dinov2,set_transformer,probability_pool,difficulty_matched,2,0.06481154458748797,0.0074539869772974835,0.05413288086244058,0.07596970057661882,-1.6653345369377347e-17,1.8889252589269225e-17,-3.700743415417188e-17,0.0,-0.05870010972605311,0.005664229133226653,-0.06753029465293618,-0.04855423809826325,-0.09980368717003935,0.00249329446280051,-0.10324166574166571,-0.09370105203438535,-0.0035777639551224497,0.004264104561791931,-0.010151957872083664,0.006155613545550648,0.0025336709063124158,0.0017117059391765824,-0.0006644822682558533,0.006618364165533977,-0.24284330198387177,0.011107161722987107,-0.26456269518146835,-0.22290641091644545,-0.05013065667151978,0.002375924174927867,-0.054139431297244946,-0.045603208524196935,0.04299529538130155,0.003636885007141593,0.0362930046892311,0.05029939196605863
dinov2,set_transformer,probability_pool,difficulty_matched,3,0.07365497076023388,0.01748840882883546,0.029678362573099342,0.09912280701754377,0.0,0.0,0.0,0.0,-0.035346003898635445,0.009259787071941267,-0.054385964912280656,-0.019395711500974633,-0.04948343079922027,0.004424508320846756,-0.05594541910331383,-0.04171539961013645,-0.021695906432748532,0.016170980634273878,-0.051754385964912275,0.010233918128654982,-0.003245614035087719,0.0035822560581333005,-0.005847953216374269,0.008187134502923977,-0.2948557414561767,0.0249438621401155,-0.3455601971122386,-0.2457537522491445,-0.04458742782378471,0.0034959839763949647,-0.05120248127795235,-0.037061555606124584,0.0442397660818714,0.007621610633348248,0.029385964912280776,0.058333333333333424
dinov2,set_transformer,probability_pool,difficulty_matched,4,0.08555555555555555,0.04190090106514983,0.022222222222222237,0.17777777777777773,0.0,0.0,0.0,0.0,-0.03370370370370371,0.017798882859051877,-0.05925925925925927,0.011111111111111108,-0.03768518518518517,0.016739876032110513,-0.061111111111111095,9.25185853854297e-18,-0.06,0.0417922085317002,-0.14444444444444446,1.850371707708594e-17,-0.003333333333333334,0.009605608065229082,-0.011111111111111112,0.022222222222222216,-0.27907545961862035,0.06400088927258614,-0.38830874777270447,-0.1498718800352543,-0.05447532180070874,0.014381163383032644,-0.07157223429471148,-0.027045174179350335,0.10944444444444446,0.036634754853252335,0.04444444444444443,0.1777777777777778
dinov2,set_transformer,probability_pool,difficulty_matched,5,0.02777777777777778,0.09452181213593341,-0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,-0.03777777777777778,0.007561744970874667,-0.04444444444444443,-0.022222222222222216,-0.06888888888888887,0.028062864545012764,-0.12222222222222219,0.0,0.04444444444444444,0.0980644389064542,-0.1111111111111111,0.2222222222222222,0.005555555555555555,0.02484519974999766,0.0,0.1111111111111111,-0.4996576435306184,0.12120290523497083,-0.6621248903280168,-0.22138518717488717,-0.047657005932289866,0.011708051337885219,-0.06343274370608731,-0.02130941020961478,0.26666666666666666,0.08377078165833911,0.1111111111111111,0.4444444444444445
dinov2,set_transformer,probability_pool,unrestricted_common,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2436623656834436e-09,1.6117498302663047e-10,1.0834926289504665e-09,1.596945982858718e-09,6.840231954926187e-10,5.314062074139358e-11,6.384683152541962e-10,8.120093486496671e-10,0.0,0.0,0.0,0.0
dinov2,set_transformer,probability_pool,unrestricted_common,2,0.07846583433454501,0.008476853697709575,0.06131317145468088,0.09327998172337797,-7.401486830834377e-18,1.5187530523358845e-17,-3.700743415417188e-17,0.0,-0.07638445804719388,0.0066624556607676145,-0.08994058876134348,-0.0643550806286655,-0.09860206995427119,0.003012518666131399,-0.10388470136897808,-0.09393287530079981,-0.0008062799650850007,0.005641008138005558,-0.013112458238244404,0.00977558430388619,0.0012750963222661334,0.0013764066035968686,-0.0008724940328713915,0.0039043852723098,-0.32279992980134475,0.025454842626919345,-0.3584852850812346,-0.2791053923199436,-0.056564311792817304,0.002479422207594859,-0.06168201206213866,-0.05195870760886525,0.06302215924071262,0.007715552239078248,0.04934506153059596,0.07418730524076433
dinov2,set_transformer,probability_pool,unrestricted_common,3,0.06733187134502919,0.020216906801631893,0.03391812865497068,0.09663742690058481,0.0,0.0,0.0,0.0,-0.03698343079922024,0.01178155836144118,-0.05302144249512667,-0.0053118908382066106,-0.04950048732943469,0.0046648205168870974,-0.05584795321637426,-0.04044834307992202,-0.014378654970760227,0.016576671040345787,-0.04385964912280701,0.017543859649122803,-0.004597953216374269,0.0015159887087447305,-0.005847953216374269,0.0005847953216374269,-0.3066501430319095,0.03121225646998013,-0.36008433450208593,-0.24130819495308145,-0.04572230188924802,0.003321032457779411,-0.05064606591523022,-0.038211291834831886,0.044064327485380174,0.010834133404640742,0.017982456140350916,0.06418128654970767
dinov2,set_transformer,probability_pool,unrestricted_common,4,0.08444444444444445,0.03212224861992478,0.04444444444444445,0.15555555555555553,0.0,0.0,0.0,0.0,-0.0312037037037037,0.017249658499798926,-0.05925925925925927,0.005555555555555573,-0.03055555555555554,0.014918012887513564,-0.055555555555555546,0.005555555555555564,-0.06666666666666667,0.03142696805273544,-0.1111111111111111,-0.011111111111111118,-0.008333333333333335,0.0061124400468908985,-0.011111111111111112,0.011111111111111112,-0.2897734500429169,0.0446811277654036,-0.34483555265110294,-0.17909529666464508,-0.05230904448803455,0.012746630052341798,-0.07190514776483287,-0.026571351063823245,0.1166666666666667,0.022941573387056182,0.07777777777777779,0.15555555555555559
dinov2,set_transformer,probability_pool,unrestricted_common,5,0.05,0.05671308728156004,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,-0.03555555555555554,0.009261208371849896,-0.04444444444444443,-0.022222222222222216,-0.06388888888888887,0.028584769001050274,-0.11111111111111109,0.011111111111111108,0.02777777777777778,0.06112440046890898,-0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,-0.5304618469732467,0.08112420899051699,-0.6689063082124287,-0.2818476189458929,-0.04904331760677594,0.008854950298601167,-0.06580347102925292,-0.027991612115972193,0.27222222222222225,0.056713087281560035,0.22222222222222224,0.3333333333333333
resnet50,deepsets,native,difficulty_matched,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1228212433896562e-10,3.336000973941764e-11,8.901842226312813e-11,1.8643101877084214e-10,-5.88580240101777e-11,2.2361274401245656e-11,-1.0724846936464398e-10,-4.184867267535234e-11,0.0,0.0,0.0,0.0
resnet50,deepsets,native,difficulty_matched,2,0.07842408203257255,0.00631005407174381,0.06960790781545494,0.09242558047589489,0.0,0.0,0.0,0.0,-0.046415877245279784,0.007196082276854319,-0.057897433919446496,-0.028650001291510758,-0.1401914119249025,0.0049917895186702655,-0.1460789937991196,-0.1288846780985146,0.005978140482857471,0.0075371952341497465,-0.00906208862183705,0.016830790337079658,0.0379863452701503,0.004500822331163868,0.029141281499772066,0.04467397266139405,-0.34968620068303413,0.009072473094630417,-0.3658464464998085,-0.3297329289146371,-0.09206329024720893,0.004691896002328707,-0.10036077460736186,-0.08370629502557918,0.04951711766570256,0.0047412115212107095,0.03884171675052165,0.05790175931685367
