,observation_id,taxon_id,observer_id,n,signature,stratum_groups,included,reason
314,163989226,9721,1216811,2,2;2,8,True,MATCHABLE
315,164362440,11935,3130229,2,2;2,5,True,MATCHABLE
316,166002134,9319,5834936,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
317,166257863,11858,5847412,3,0;0;0,8,True,MATCHABLE
318,167175713,4205,5195047,3,0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
319,167232181,11858,5847412,2,0;0,6,True,MATCHABLE
320,167759721,14898,4509325,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
321,168465914,9981,385656,2,1;1,4,True,MATCHABLE
322,168705318,9319,1209968,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
323,168765684,11935,3947499,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
324,170352769,11935,631684,2,2;2,5,True,MATCHABLE
325,171008453,2548,2600189,2,2;2,10,True,MATCHABLE
326,171331897,4356,5427517,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
327,171775745,4356,2827644,2,1;1,4,True,MATCHABLE
328,172939472,9319,1209968,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
329,174386476,4368,3407654,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
330,174934250,144537,879306,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
331,178058611,4356,7056940,2,1;2,4,True,MATCHABLE
332,178532255,144537,1238055,2,1;2,4,True,MATCHABLE
333,180789640,14898,3961121,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
334,183305885,6987,5284736,4,0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
335,183604676,9721,2340017,2,2;2,8,True,MATCHABLE
336,184546920,11935,1746129,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
337,184565026,2548,4795714,2,2;2,10,True,MATCHABLE
338,184663332,2548,725612,2,2;2,10,True,MATCHABLE
339,187071199,4368,5795637,5,0;0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
340,187615046,9771,1459561,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
341,189737149,6987,5284736,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
342,190332361,11935,2615890,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
343,190343015,4345,2615890,2,0;0,5,True,MATCHABLE
344,190343019,4345,2615890,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
345,190399447,7109,2700324,2,0;0,4,True,MATCHABLE
346,190428384,9915,2126017,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
347,190542809,9319,35906,2,1;1,3,True,MATCHABLE
348,191100685,7109,3579366,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
349,191846463,7109,2305783,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
350,192811471,558441,6525767,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
351,193375477,144537,1710447,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
352,194156772,9915,5351253,4,0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
353,195663084,9319,2898425,2,0;0,4,True,MATCHABLE
354,196174134,9915,379757,2,0;0,4,True,MATCHABLE
355,196652058,9771,7186593,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
356,196838856,558441,6188569,2,1;1,3,True,MATCHABLE
357,198868645,558439,6914034,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
358,199092976,62148,7633941,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
359,199333950,6987,5294776,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
360,200259935,62148,7633941,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
361,200716736,9771,7186593,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
362,201144957,7428,5198327,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
363,201330814,9346,1698191,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
364,203008776,7428,6106687,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
365,203026376,11935,2340017,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
366,203029332,9424,2793172,2,0;0,3,True,MATCHABLE
367,204451484,7513,6914034,2,2;2,3,True,MATCHABLE
368,205247701,10247,326817,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
369,205858803,10224,5508024,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
370,205973908,14898,4427773,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
371,206269795,7428,3612539,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
372,206654838,4356,1038125,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
373,207094587,7513,28294,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
374,207385275,4356,5773676,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
375,208350250,7513,1791950,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
376,208380016,11858,6445405,3,0;0;0,8,True,MATCHABLE
377,208432351,9319,5165257,2,0;0,4,True,MATCHABLE
378,208486671,11935,1473861,3,0;1;1,3,True,MATCHABLE
379,208913357,7513,3116291,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380,209620129,9135,1372859,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
381,210763139,558439,4608910,2,0;1,5,True,MATCHABLE
382,211328893,7294,925107,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
383,211792030,14898,846727,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
384,212324381,7513,5787258,2,0;0,4,True,MATCHABLE
385,213169526,10227,798592,2,0;0,5,True,MATCHABLE
386,213186512,9135,4439523,4,1;1;1;1,3,True,MATCHABLE
387,213615795,7513,25766,2,2;2,3,True,MATCHABLE
388,214430723,62550,6642642,3,0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
389,214862640,7513,6221273,2,0;1,4,True,MATCHABLE
390,214909164,9346,1833177,2,0;1,3,True,MATCHABLE
391,215056325,9346,5596339,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
392,215897036,558439,4608910,5,0;0;0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
393,216016659,9424,7380915,2,0;0,3,True,MATCHABLE
394,216556655,4209,6326680,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
395,217143258,9135,3132814,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
396,217314971,558439,3844236,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
397,217963080,4381,7997907,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
398,218705616,9135,4001217,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
399,218729869,9135,4752075,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
400,218758951,4345,6397498,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
401,218759587,4345,6397498,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
402,218887472,9346,5787258,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
403,219784608,6937,2612708,2,1;1,9,True,MATCHABLE
404,220490287,10227,8023542,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
405,220490928,10227,8023542,2,2;2,6,True,MATCHABLE
406,221704142,9135,8100742,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
407,222583931,9915,4672562,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
408,222884037,4209,2477757,2,0;1,3,True,MATCHABLE
409,223189811,4381,158474,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
410,223527420,4356,2108179,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
411,223527746,9135,1910832,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
412,223555230,4381,1814983,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
413,223585609,4368,8109971,2,0;1,3,True,MATCHABLE
414,223778497,4356,1814983,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
415,224066271,4381,1297023,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
416,224413758,10224,107880,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
417,224841637,558439,5510986,2,2;2,4,True,MATCHABLE
418,225006855,4345,8126656,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
419,225727058,7428,2725986,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
420,225949340,7428,808676,3,1;1;1,3,True,MATCHABLE
421,226189266,4356,3262402,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
422,226690712,4381,2477757,2,1;1,5,True,MATCHABLE
423,226710026,4381,3413972,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
424,228436901,558441,2408765,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
425,228436912,4209,2408765,2,0;1,3,True,MATCHABLE
426,228820864,7513,69145,2,0;1,4,True,MATCHABLE
427,228879570,7513,3617051,5,0;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
428,228930105,14898,5346626,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
429,229297573,62550,2408765,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
430,229332244,10247,2408765,2,1;1,4,True,MATCHABLE
431,229366642,7458,808676,2,0;1,4,True,MATCHABLE
432,229369788,145242,2408765,2,2;2,5,True,MATCHABLE
433,229369792,9319,2408765,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
434,229369806,9915,2408765,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
435,229369837,10224,2408765,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
436,229692966,7513,2893559,2,0;1,4,True,MATCHABLE
437,229716927,62148,2408765,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
438,229921948,4381,4338319,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
439,230701185,10247,2408765,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
440,231369083,4345,1416674,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
441,231491807,4368,5094596,2,0;1,3,True,MATCHABLE
442,232401534,7513,3617051,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
443,232666131,4381,5541217,2,1;1,5,True,MATCHABLE
444,232968164,11935,2408765,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
445,232968178,9721,2408765,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
446,233253433,4381,7253401,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
447,233504842,7513,6401810,4,0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
448,233566632,14995,7230811,5,0;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
449,233713774,9346,2408765,2,1;1,3,True,MATCHABLE
450,233716229,11935,2408765,2,2;2,5,True,MATCHABLE
451,233730481,16028,2408765,2,1;2,6,True,MATCHABLE
452,233781010,9346,2572945,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
453,233802503,9921,2408765,2,0;0,4,True,MATCHABLE
454,233807971,14898,2408765,2,2;2,8,True,MATCHABLE
455,233867152,7294,2408765,2,0;0,4,True,MATCHABLE
456,233867156,7109,2408765,2,1;1,6,True,MATCHABLE
457,233936556,9981,2408765,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
458,233936568,11858,2408765,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
459,233955774,11858,2408765,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
460,233992952,7428,2408765,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
461,234225798,7428,2408765,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
462,234231676,16028,2408765,2,1;2,6,True,MATCHABLE
463,234234927,6933,2408765,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
464,234477983,6937,5292528,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
465,234505632,12024,182994,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
466,235248712,7109,6668973,2,1;1,6,True,MATCHABLE
467,236367542,4368,303791,3,0;0;0,3,True,MATCHABLE
468,236481646,9135,4330579,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
469,236625834,7428,143348,3,1;1;1,3,True,MATCHABLE
470,238599723,62550,327316,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
471,238663895,7428,5917780,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
472,238818608,4368,5028199,3,0;0;0,3,True,MATCHABLE
473,240023807,14995,6477057,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
474,241135812,4356,7626398,2,1;2,4,True,MATCHABLE
475,241220788,16447,5278045,2,2;2,3,True,MATCHABLE
476,241281100,14995,7926322,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
477,242304613,9721,798592,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
478,242409449,12024,780109,2,2;2,4,True,MATCHABLE
479,242811303,16447,7631941,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
480,242933326,558439,4762944,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
481,244033314,145242,6123063,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
482,244033315,145242,6123063,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
483,244738585,558439,8109971,2,0;1,5,True,MATCHABLE
484,244821015,6937,8465560,2,1;1,9,True,MATCHABLE
485,244844367,10247,2632926,5,1;1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
486,245093071,14995,7214181,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
487,245770399,558439,5406908,2,2;2,4,True,MATCHABLE
488,246834576,14995,2109218,2,1;2,4,True,MATCHABLE
489,246840059,7428,8303125,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
490,247923433,6937,5444993,2,1;1,9,True,MATCHABLE
491,248821354,7458,93347,2,0;0,9,True,MATCHABLE
492,249079705,7294,4664752,2,0;0,4,True,MATCHABLE
493,250151521,6937,3032137,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
494,251599623,9915,2126017,2,0;0,4,True,MATCHABLE
495,252769055,7513,8458830,2,0;0,4,True,MATCHABLE
496,253051814,7513,8458830,2,0;1,4,True,MATCHABLE
497,253356093,7470,252932,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
498,253772177,7428,6445405,3,1;1;1,3,True,MATCHABLE
499,254207667,7513,28294,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
500,254654887,6937,8109971,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
501,255365922,7513,3612539,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
502,255473080,7458,3612539,2,0;1,4,True,MATCHABLE
503,255563966,9915,5642344,2,0;0,4,True,MATCHABLE
504,255717127,9424,1791950,3,2;2;2,3,True,MATCHABLE
505,256169938,4356,8454164,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
506,256216190,4345,31422,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
507,256399203,4209,3719426,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
508,256423095,7109,5948784,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
509,256536453,4388,8422888,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
510,256683039,558439,3223937,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
511,256827592,9346,2202406,2,1;1,3,True,MATCHABLE
512,256878132,4356,5668411,2,1;1,4,True,MATCHABLE
513,256878133,6937,5668411,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
514,257549699,6937,836675,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
515,257550066,558439,836675,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
516,257550228,16447,836675,2,1;2,5,True,MATCHABLE
517,257551173,6937,836675,2,1;1,9,True,MATCHABLE
518,257551532,6933,836675,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
519,257804110,4356,6480350,2,1;1,4,True,MATCHABLE
520,257948111,7428,401030,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
521,258237602,558441,158474,5,1;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
522,258494163,4205,5418083,2,0;1,5,True,MATCHABLE
523,258603860,9346,47749,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
524,258636311,4388,2937364,2,0;0,5,True,MATCHABLE
525,258811449,4388,3914175,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
526,258851123,7458,7119147,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
527,258995533,16447,1934857,2,1;2,5,True,MATCHABLE
528,259058112,7470,2259547,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
529,259222444,9424,5508024,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
530,259977401,16447,5134114,2,2;2,3,True,MATCHABLE
531,260121520,9981,4218,2,0;1,3,True,MATCHABLE
532,260664866,16447,2955706,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
533,260664914,9721,2955706,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
534,260842934,4388,8679686,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
535,260847394,4388,8679686,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
536,260854005,9915,5746452,2,0;1,3,True,MATCHABLE
537,261058113,4205,6914034,2,0;0,6,True,MATCHABLE
538,261732494,4356,6610413,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
539,261854097,17855,28294,2,0;0,7,True,MATCHABLE
540,262068004,4328,7380915,5,0;1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
541,262114059,14995,3050,2,1;2,4,True,MATCHABLE
542,262318692,7294,1076217,2,0;0,4,True,MATCHABLE
543,262328924,16447,8797731,4,0;0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
544,262396396,9135,7534498,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
545,262816343,7513,6679295,5,0;0;0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
546,262854138,17855,1948390,2,0;0,7,True,MATCHABLE
547,262898460,4388,908822,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
548,262908652,4381,7199402,2,1;2,4,True,MATCHABLE
549,262981058,4328,8537534,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
550,263084546,6937,6235578,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
551,263472532,6937,3657618,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
552,263589063,4328,780109,2,0;1,4,True,MATCHABLE
553,263722465,17855,2678110,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
554,263903897,4381,845409,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
555,264012734,6987,7378384,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
556,264385218,558439,1141540,2,0;1,5,True,MATCHABLE
557,265191688,14995,3050,2,2;2,3,True,MATCHABLE
558,265325545,7109,8072018,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
559,265498547,4381,8465560,2,1;2,4,True,MATCHABLE
560,265544897,558439,3147215,2,0;0,3,True,MATCHABLE
561,266084791,558439,2545632,2,0;0,3,True,MATCHABLE
562,266191358,17855,12842,3,0;0;0,3,True,MATCHABLE
563,266231979,14898,3196885,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
564,266258008,7109,1416674,2,0;0,4,True,MATCHABLE
565,266274900,558439,1416674,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
566,266284557,4205,1416674,2,0;1,5,True,MATCHABLE
567,266399931,9319,8097072,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
568,266551351,558441,5039506,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
569,266908576,17855,3574174,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
570,266946228,558439,5039506,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
571,266946229,6933,5039506,2,1;1,8,True,MATCHABLE
572,267490577,4328,4109344,2,0;0,7,True,MATCHABLE
573,267693949,558439,8651301,2,0;1,5,True,MATCHABLE
574,268732101,6937,8454164,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
575,268732834,6937,8454164,2,1;1,9,True,MATCHABLE
576,268786297,9135,5690338,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
577,268921838,144537,6525767,2,2;2,3,True,MATCHABLE
578,268973669,17855,8073104,2,0;0,7,True,MATCHABLE
579,269140642,7458,6530788,2,0;0,9,True,MATCHABLE
580,269503884,4368,5779995,2,1;2,4,True,MATCHABLE
581,269646626,4388,3752869,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
582,269677307,4368,5779995,2,1;1,3,True,MATCHABLE
583,269871756,14898,8263492,2,2;2,8,True,MATCHABLE
584,270097072,16447,1164218,2,1;2,5,True,MATCHABLE
585,270107298,6937,6123063,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
586,270710272,4388,2497522,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
587,270747840,16447,6668973,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
588,271270466,4388,1127920,2,0;0,5,True,MATCHABLE
589,271552002,16447,8934441,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
590,272749742,4356,8501821,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
591,273122157,16447,1127920,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
592,273478998,17855,428097,2,0;0,7,True,MATCHABLE
593,273506702,17855,8004359,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
594,273579422,8021,856986,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
595,274055993,59202,4924157,5,0;0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
596,275132315,4209,3719426,2,0;1,3,True,MATCHABLE
597,275202315,4328,8839629,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
598,275392504,9319,5274691,2,0;0,4,True,MATCHABLE
599,275813966,4381,6519945,2,1;1,5,True,MATCHABLE
600,276087568,4381,7056259,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
601,276730386,4381,6681506,2,1;1,5,True,MATCHABLE
602,276753222,14995,5172127,3,1;2;2,3,True,MATCHABLE
603,277457275,8021,1761104,3,0;0;0,3,True,MATCHABLE
604,277583031,4388,7967760,2,0;1,4,True,MATCHABLE
605,277631518,59202,1935373,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
606,277793666,4381,5028199,2,1;1,5,True,MATCHABLE
607,277973638,59202,8996122,2,2;2,3,True,MATCHABLE
608,277973644,59202,8996122,2,1;1,3,True,MATCHABLE
609,278494272,4388,8598500,2,0;0,5,True,MATCHABLE
610,278588074,11935,143348,2,2;2,5,True,MATCHABLE
611,279237390,8021,7378384,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
612,279325407,9346,8072018,3,0;0;0,3,True,MATCHABLE
613,279732833,4328,486975,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
614,279854514,4388,7967760,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
615,280054745,4381,110005,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
616,280122807,17855,696052,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
617,280321141,4388,6437155,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
618,280321439,4388,6437155,2,0;1,4,True,MATCHABLE
619,280373236,11935,2965175,2,2;2,5,True,MATCHABLE
620,280451598,8021,7378384,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
621,281002540,17855,548238,2,0;0,7,True,MATCHABLE
622,281176013,9424,4893346,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
623,281667762,9346,6914034,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
624,281667766,14995,6914034,2,1;2,4,True,MATCHABLE
625,281689621,62148,72679,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
626,281871795,7294,836675,3,0;0;0,3,True,MATCHABLE
627,281967212,11858,247079,3,0;0;0,8,True,MATCHABLE
