row_id,cohort,observation_id,observer_id,taxon_id,class_index,scientific_name,common_name,photo_id,license_code,attribution,url,sha256,width,height,legacy_split
1453,robird_scaleup_v5_2_4_candidate,118599150,2571822,4621,10,Gavia pacifica,pacific loon,200399367,cc-by,"(c) Jay Solanki, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/200399367/large.jpeg,544f610c1f81334929db5551b2c273bb3a996a696c59701fbc083b9094f269af,1024,288,
1454,robird_scaleup_v5_2_4_candidate,118599150,2571822,4621,10,Gavia pacifica,pacific loon,200399560,cc-by,"(c) Jay Solanki, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/200399560/large.jpeg,06c58cfe146ed2fadb6b057aeb6f8c0e35f15b0b7ebf68fceda3731fd5494ddc,586,395,
1455,robird_scaleup_v5_2_4_candidate,123812644,2559128,4621,10,Gavia pacifica,pacific loon,209791526,cc-by,"(c) Morgan Caygill, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/209791526/large.jpg,bd890995db882b572fc0b70f4737d0b8cd4ccdb17acece48ccfb7b0b6120f119,1024,680,
1456,robird_scaleup_v5_2_4_candidate,123812644,2559128,4621,10,Gavia pacifica,pacific loon,209791538,cc-by,"(c) Morgan Caygill, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/209791538/large.jpg,e8f080dc5b75da75a0115ba043ebcd64878771c9c4976b090424d6dabb1c6d4e,980,738,
1457,robird_scaleup_v5_2_4_candidate,129187724,3451244,4621,10,Gavia pacifica,pacific loon,219507789,cc-by,"(c) Santiago Martín-Bravo, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/219507789/large.jpeg,5747e6e6fea82a49461cfac462d69750d8953140198c5a5e976ff349e96c155f,1024,768,
1458,robird_scaleup_v5_2_4_candidate,129187724,3451244,4621,10,Gavia pacifica,pacific loon,219507812,cc-by,"(c) Santiago Martín-Bravo, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/219507812/large.jpeg,9f4df6f8c131d54d4c113be935c92796bed4cf6fbea9241f47fd3bd96991c304,1024,768,
1459,robird_scaleup_v5_2_4_candidate,129187724,3451244,4621,10,Gavia pacifica,pacific loon,219507816,cc-by,"(c) Santiago Martín-Bravo, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/219507816/large.jpeg,63b609b3986b8cb5653feb8b8904daa54ab603be58136844dd8c019aa59d0b12,1024,768,
1460,robird_scaleup_v5_2_4_candidate,129187724,3451244,4621,10,Gavia pacifica,pacific loon,219507843,cc-by,"(c) Santiago Martín-Bravo, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/219507843/large.jpeg,3c886fd0444ebd2ed1d85fdccdf082da9cfddd557837d11079b25597d3d5da3f,1024,768,
1461,robird_scaleup_v5_2_4_candidate,129187724,3451244,4621,10,Gavia pacifica,pacific loon,219507844,cc-by,"(c) Santiago Martín-Bravo, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/219507844/large.jpeg,c249e8743d113e7d32a699f797d1f13158133e2a0c49d7a528b4e61120a17432,1024,768,
1462,robird_scaleup_v5_2_4_candidate,146328926,693281,4621,10,Gavia pacifica,pacific loon,251548169,cc-by,"(c) Valentin Moser, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/251548169/large.jpeg,6387dbbd92093f69187759e97f014b5b61e13c61f947feb31fa92f1714d11424,1024,768,
1463,robird_scaleup_v5_2_4_candidate,146328926,693281,4621,10,Gavia pacifica,pacific loon,251548174,cc-by,"(c) Valentin Moser, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/251548174/large.jpeg,1c9fa2f26591db9848de2ecb5dd1362ad6bafac52cb7e1681f59f2c6dea37950,1024,768,
1464,robird_scaleup_v5_2_4_candidate,166496135,834927,4621,10,Gavia pacifica,pacific loon,288327280,cc-by,"(c) Favian Flores Medina, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/288327280/large.jpeg,b15a47865dde8908c4d7e85dab3340c2d51921cbe6368c58bf92d820ee715925,1024,768,
1465,robird_scaleup_v5_2_4_candidate,166496135,834927,4621,10,Gavia pacifica,pacific loon,288327351,cc-by,"(c) Favian Flores Medina, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/288327351/large.jpeg,293029d916d9185ea7f569a591b3e5536a4ee60d8696e72a5f933ba42aa62c1b,1024,768,
1466,robird_scaleup_v5_2_4_candidate,166650441,932181,4621,10,Gavia pacifica,pacific loon,288603547,cc-by,"(c) Pete Lypkie, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/288603547/large.jpeg,8f5d4fb4a99477f0b5622cafda72e80f9b02a3b109f3391dd1df40afbe93a928,786,524,
1467,robird_scaleup_v5_2_4_candidate,166650441,932181,4621,10,Gavia pacifica,pacific loon,288603585,cc-by,"(c) Pete Lypkie, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/288603585/large.jpeg,58a0ec17260a35e8864cc1863ae55546b2b44c5e00b9266f5256088037f8288a,1024,683,
1468,roq_confirmation_inspected,170125280,3382156,4621,10,,pacific loon,295025711,cc-by,"(c) Ethan Wright, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/295025711/large.jpg,5e4f92ced2b935448b3b7d0ff572d6b9ce6dd8ad66de78983f4f3f1c11bedba6,1145,1176,confirmation
1469,roq_confirmation_inspected,170125280,3382156,4621,10,,pacific loon,295025735,cc-by,"(c) Ethan Wright, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/295025735/large.jpg,42acbe026823e08bd9d2cef5d4b1b2a99fde7e49b71ffe28f5bbbb28608e1daf,978,1020,confirmation
1470,roq_confirmation_inspected,170125280,3382156,4621,10,,pacific loon,295025761,cc-by,"(c) Ethan Wright, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/295025761/large.jpg,5e3a4ee11f686414fc34f9a76552cebcb2c75ef51f528d3c653d703b134b994d,989,1056,confirmation
1471,roq_confirmation_inspected,170125280,3382156,4621,10,,pacific loon,295025784,cc-by,"(c) Ethan Wright, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/295025784/large.jpg,4d83b47f3938a5c3943a34412f24365485936b33d789fc9d14df8f3555aff013,971,875,confirmation
1472,roq_confirmation_inspected,170696029,4910345,4621,10,,pacific loon,296096072,cc-by,"(c) Laura Maskell, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/296096072/large.jpg,aabeb19c9494c6ff0c851da1a1085753d70e3613b8988b2ce1bf2eca5647fb53,928,696,confirmation
1473,roq_confirmation_inspected,170696029,4910345,4621,10,,pacific loon,296096117,cc-by,"(c) Laura Maskell, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/296096117/large.jpg,4e0176065bb0acb279f319ffc6b7c389d74597f6ec41ccfbea0d127abc17400f,1213,910,confirmation
1474,roq_confirmation_inspected,170696029,4910345,4621,10,,pacific loon,296096144,cc-by,"(c) Laura Maskell, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/296096144/large.jpg,a52cc4f0a8d1d8f9317eff2c5158dd4c69eef39806aacf6de1bc1c8f54c9b1bb,1094,821,confirmation
1475,robird_scaleup_v5_2_4_candidate,190619569,6461711,4621,10,Gavia pacifica,pacific loon,334205556,cc-by,"(c) Jon P. Ruddy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/334205556/large.jpg,ff272e3e5b63bb6a3a6fb7582152234d96350df320010bf8928a2ca01f16acfb,806,781,
1476,robird_scaleup_v5_2_4_candidate,190619569,6461711,4621,10,Gavia pacifica,pacific loon,334205575,cc-by,"(c) Jon P. Ruddy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/334205575/large.jpg,c65d5af32a21bd3a28f13307575519cb8cbd904ef6fb83cb955a2d71c80a19fd,845,783,
1477,robird_scaleup_v5_2_4_candidate,190619569,6461711,4621,10,Gavia pacifica,pacific loon,334205586,cc-by,"(c) Jon P. Ruddy, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/334205586/large.jpg,426282eb99c0b5657adf495f1150a220d17c45717246e4b70ef132ea7dc647d6,883,693,
1478,robird_scaleup_v5_2_4_candidate,197468347,19367,4621,10,Gavia pacifica,pacific loon,347804436,cc-by,"(c) Seth Wollney, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/347804436/large.jpg,1b6e9001b19d067fc2f8463bdbbb1839a1fc1883a36988104b7a774882d371a3,341,393,
1479,robird_scaleup_v5_2_4_candidate,197468347,19367,4621,10,Gavia pacifica,pacific loon,347804444,cc-by,"(c) Seth Wollney, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/347804444/large.jpg,f23b38b8745ae2fc994df5443e4f5820a9f5987dd586626463bdec95a5f7bbfb,258,220,
1480,robird_scaleup_v5_2_4_candidate,197468347,19367,4621,10,Gavia pacifica,pacific loon,347804451,cc-by,"(c) Seth Wollney, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/347804451/large.jpg,452af8795616d9d9ca4505320c02a438d133ce9a2b4e1cc6296d5c30417b853f,377,444,
1481,robird_scaleup_v5_2_4_candidate,197468347,19367,4621,10,Gavia pacifica,pacific loon,348124929,cc-by,"(c) Seth Wollney, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/348124929/large.jpeg,ad0286fe434c049aa71097150053a45091084d41fd2c9ca6862167ce4d33260e,1024,682,
1482,roq_confirmation_inspected,207288752,29248,4621,10,,pacific loon,366639714,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/366639714/large.jpg,903044df92c5e58e311e5227ead9365ced946da5c2071f0044a840d919ff263c,2048,2048,confirmation
1483,roq_confirmation_inspected,207288752,29248,4621,10,,pacific loon,366639783,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/366639783/large.jpg,852dbfcfd0bd05c30b0e284a27b2e08e735c65bc4206330a39ade303ffdc756f,1536,2048,confirmation
1484,roq_confirmation_inspected,207288752,29248,4621,10,,pacific loon,366639825,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/366639825/large.jpg,d3c1fcf8c61f57b2b76b2195ad1b39e6dd2244a3b8b7d54b23807235098dc321,1536,2048,confirmation
1485,robird_scaleup_v5_2_4_candidate,208847968,5515172,4621,10,Gavia pacifica,pacific loon,369541736,cc-by,"(c) Emily Herriott, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/369541736/large.jpeg,58c9c4c527d90d4971cd392399a411cea34ca63e1eae032d2e33767e52a93692,1024,683,
1486,robird_scaleup_v5_2_4_candidate,208847968,5515172,4621,10,Gavia pacifica,pacific loon,369541741,cc-by,"(c) Emily Herriott, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/369541741/large.jpeg,fc3f08e8594ef712cea6f5df86e69f9cb5687202f2b1049cc7ec3f08a854e809,1024,683,
1487,robird_scaleup_v5_2_4_candidate,210941631,246499,4621,10,Gavia pacifica,pacific loon,373016554,cc-by,"(c) Sula Vanderplank, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/373016554/large.jpg,f033929fbedaec7d33d8004f9d65f27948dc4dabea9cbd0041b788998b3ce314,768,1024,
1488,robird_scaleup_v5_2_4_candidate,210941631,246499,4621,10,Gavia pacifica,pacific loon,373017086,cc-by,"(c) Sula Vanderplank, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/373017086/large.jpg,13e971565a92b2f5b5650c8c8727c544cb8846a197b8a8dc7de78f780c99f160,768,1024,
1489,robird_scaleup_v5_2_4_candidate,210941631,246499,4621,10,Gavia pacifica,pacific loon,373017183,cc-by,"(c) Sula Vanderplank, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/373017183/large.jpg,298465c49ee1a3f6bf757c37fca7c11cad400be4ef2b8f2a4640f51e5d7ee915,768,1024,
1490,robird_scaleup_v5_2_4_candidate,210941631,246499,4621,10,Gavia pacifica,pacific loon,373017283,cc-by,"(c) Sula Vanderplank, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/373017283/large.jpg,bf4d201798f0bbfdb1f5dc1337991cac9812d0e054e3daa0a513f820505406d6,768,1024,
1491,robird_scaleup_v5_2_4_candidate,210941631,246499,4621,10,Gavia pacifica,pacific loon,373017409,cc-by,"(c) Sula Vanderplank, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/373017409/large.jpg,17984b944f7a61c9bbff3c75dedda98089b477e272e6d047c74cf7e626e62826,768,1024,
1492,robird_scaleup_v5_2_4_candidate,213035137,6711628,4621,10,Gavia pacifica,pacific loon,376477847,cc-by,"(c) Mike Burnett, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/376477847/large.jpeg,1cdce7e79b1accf7ce2a3284442dc1b0ba3fb50de3b358f2820c0d1f2762a0dd,1024,969,
1493,robird_scaleup_v5_2_4_candidate,213035137,6711628,4621,10,Gavia pacifica,pacific loon,376477872,cc-by,"(c) Mike Burnett, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/376477872/large.jpeg,3842eecd440eea918eb9916d2b116376dc33037ef220e1833be4a29dfc439d8e,1024,485,
1494,robird_scaleup_v5_2_4_candidate,213035137,6711628,4621,10,Gavia pacifica,pacific loon,376477904,cc-by,"(c) Mike Burnett, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/376477904/large.jpeg,1493e6b8615326b45d2f6ddd5b9c28e2f6abddde9964b9a7bedbd3e4cb186ac1,1024,485,
1495,robird_scaleup_v5_2_4_candidate,217439947,3600746,4621,10,Gavia pacifica,pacific loon,384673182,cc-by,"(c) ITÔ, Hiroki, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/384673182/large.jpg,d9e6a0156019fc0a6bf01a4885545449c91a61a2e8b84ffacdd25b6ccd4629a5,1024,768,
1496,robird_scaleup_v5_2_4_candidate,217439947,3600746,4621,10,Gavia pacifica,pacific loon,384673271,cc-by,"(c) ITÔ, Hiroki, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/384673271/large.jpg,6c865220aaf8799a23ff678529fc08bc96e85c9628e4f09c93a14d148dea6b52,1024,768,
1497,roq_original_inspected,221719787,1500603,4621,10,Gavia pacifica,pacific loon,392708024,cc-by,"(c) Reed Nelson, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/392708024/large.jpg,987930f74e1e63a2e3e7bc62927d11381bf0a0234ae71cc25bd26a98acd19229,1536,2048,train
1498,roq_original_inspected,221719787,1500603,4621,10,Gavia pacifica,pacific loon,392934635,cc-by,"(c) Reed Nelson, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/392934635/large.jpg,abb9d47f0e4e1e1ccaf4aefe35715ac8e8ab5b72fe86aeac421951b27a468e6a,1536,2048,train
1499,roq_original_inspected,221719787,1500603,4621,10,Gavia pacifica,pacific loon,392934685,cc-by,"(c) Reed Nelson, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/392934685/large.jpg,6cfd5553b3b793201127627ab4f0b1fbde970a3b7a29d8827887b0fec6be8702,1536,2048,train
1500,roq_original_inspected,222179009,2468975,4621,10,Gavia pacifica,pacific loon,393539470,cc-by-sa,"(c) Linzy L., some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/393539470/large.png,887335268a97a1f9d46793732715f801fb1d246678ce199d01eaacce9b2cf764,2048,1330,train
1501,roq_original_inspected,222179009,2468975,4621,10,Gavia pacifica,pacific loon,393539489,cc-by-sa,"(c) Linzy L., some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/393539489/large.png,40a5781b355d03d7984a3f788c55c183a1ec0bbe0f8b80ce37156d54e51f8a78,2048,1330,train
1502,roq_original_inspected,222179009,2468975,4621,10,Gavia pacifica,pacific loon,393539801,cc-by-sa,"(c) Linzy L., some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/393539801/large.jpeg,b87783218d0ce6fc60595bd5538c86bfbd8f1c85e8638458cfb1b787809c9fd8,2048,1536,train
1503,roq_original_inspected,222179009,2468975,4621,10,Gavia pacifica,pacific loon,393539991,cc-by-sa,"(c) Linzy L., some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/393539991/large.jpeg,742c77ef4d666cf100a247547aaadaec56ade2ae2a2221ef4d766099ac7e2a4f,2048,1536,train
1504,roq_original_inspected,222179009,2468975,4621,10,Gavia pacifica,pacific loon,393542136,cc-by-sa,"(c) Linzy L., some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/393542136/large.jpeg,964f9c57e3f068002ee746413679187e4d7b1bc18cbb92d7688eb4fbe1795745,2048,1536,train
1505,roq_original_inspected,229624528,4999098,4621,10,Gavia pacifica,pacific loon,407620761,cc-by,"(c) tomas_kay, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/407620761/large.jpeg,b0f77298fa9e9011ba3357515c271bf6764e991089f61c863c9a0a5e19028e9b,1223,1027,calibration
1506,roq_original_inspected,229624528,4999098,4621,10,Gavia pacifica,pacific loon,407620778,cc-by,"(c) tomas_kay, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/407620778/large.jpeg,b4fae85722f7e7535fdd5cedf679c6786d702811f6d023ac1f97b56440eb081b,1194,969,calibration
1507,roq_original_inspected,229624528,4999098,4621,10,Gavia pacifica,pacific loon,407620797,cc-by,"(c) tomas_kay, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/407620797/large.jpeg,f891dcd2d9f8d2943f9f7cca0133c57015d441a70eb9d9e8792c97705e87b4b9,2048,1231,calibration
1508,roq_confirmation_inspected,231517252,3531529,4621,10,,pacific loon,411205932,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/411205932/large.jpeg,a8c72a784d0142532c6856fbffab8a7e167c705387b957842bb9f568c7863ea3,1536,2048,confirmation
1509,roq_confirmation_inspected,231517252,3531529,4621,10,,pacific loon,411205955,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/411205955/large.jpeg,f8fff38af76a11183c8521f072c3f4b03e2fa37bff39627ff83002824e788b5c,1536,2048,confirmation
1510,roq_confirmation_inspected,231517252,3531529,4621,10,,pacific loon,411205971,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/411205971/large.jpeg,778701d47663162dcdc2b8aaac3c6ca34e93b3ad9b9cb266875f13a7d7ff82d1,1536,2048,confirmation
1511,roq_confirmation_inspected,231517252,3531529,4621,10,,pacific loon,411205993,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/411205993/large.jpeg,1d5510985b517d3e70efdab9c6a247a529011df27b0fdb88893e2635da5de0fd,921,2048,confirmation
1512,robird_scaleup_v5_2_4_candidate,262140974,7413432,4621,10,Gavia pacifica,pacific loon,471020570,cc-by,"(c) Diego González Dopico, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/471020570/large.jpg,f86a1a14cea4cbfb847704f3d2eee1bff937c36dc5ebe8267dd686287555efc4,1024,682,
1513,robird_scaleup_v5_2_4_candidate,262140974,7413432,4621,10,Gavia pacifica,pacific loon,471020578,cc-by,"(c) Diego González Dopico, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/471020578/large.jpg,cf99e5f4594081cdf0d19d6d60a66a3eab6095e7e3ebacc97342520bfb719645,847,565,
1514,robird_scaleup_v5_2_4_candidate,262140974,7413432,4621,10,Gavia pacifica,pacific loon,471020584,cc-by,"(c) Diego González Dopico, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/471020584/large.jpg,7683b9cd85b1a17f7779bd8c829ff6333a5cf9eed23a1006da38abe28762eafb,1024,683,
1515,robird_scaleup_v5_2_4_candidate,262140974,7413432,4621,10,Gavia pacifica,pacific loon,471020588,cc-by,"(c) Diego González Dopico, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/471020588/large.jpg,c723fb0da603964416ee3d779117b4aefc2e8cb415f725bf17a8513015780304,908,605,
1516,robird_scaleup_v5_2_4_candidate,262140974,7413432,4621,10,Gavia pacifica,pacific loon,471020598,cc-by,"(c) Diego González Dopico, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/471020598/large.jpg,9afd6f28c75067907e1f511bbf5f35e01bff8c4eef4afc8cd7650fede46478f0,1024,682,
1517,roq_confirmation_inspected,262433407,81291,4621,10,,pacific loon,471443699,cc-by-sa,"(c) Old Goat, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/471443699/large.jpeg,b5e738f6ee9772261423764e25583f23b06d78c7ca12f0f4a8a54886c8a01018,2048,1305,confirmation
1518,roq_confirmation_inspected,262433407,81291,4621,10,,pacific loon,471443929,cc-by-sa,"(c) Old Goat, some rights reserved (CC BY-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/471443929/large.jpeg,db6c05d79b20a4b925c1218f274ba732462f74a6e23afe5c9d740499b62f9067,2048,1536,confirmation
1519,roq_original_inspected,271861147,474164,4621,10,Gavia pacifica,pacific loon,493144324,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/493144324/large.jpeg,937442a0558763de0aae1f5f223714896ca45a07291aa5ac0a49d272c6b71d1f,740,492,test
1520,roq_original_inspected,271861147,474164,4621,10,Gavia pacifica,pacific loon,493144512,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/493144512/large.jpeg,3bdc7fdf87782904b3120ed0bbd8790185cfa8e7b4878da0cf6a2c913d1619d2,1516,1010,test
1521,roq_original_inspected,271861147,474164,4621,10,Gavia pacifica,pacific loon,493144586,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/493144586/large.jpeg,a64f30c9e0ee31a43ee1fc5392873ddb40b4440a6dc7befc2c19d41fce3f0555,1557,1038,test
1522,roq_original_inspected,271861147,474164,4621,10,Gavia pacifica,pacific loon,493144641,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/493144641/large.jpeg,a15bf52ad2c8a4ea6a0f912226898b918e55dd5dbbb1da357706242bbb80c541,672,447,test
1523,roq_original_inspected,271861147,474164,4621,10,Gavia pacifica,pacific loon,493144712,cc0,no rights reserved,https://inaturalist-open-data.s3.amazonaws.com/photos/493144712/large.jpeg,dde8a561fac4a8eac6ac90242f08d42f640542273543a0f8587a54fc1bf04c19,1030,682,test
1524,roq_original_inspected,289964890,6026558,4621,10,Gavia pacifica,pacific loon,521332273,cc-by,"(c) cello caruso-turiello, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/521332273/large.jpg,b8faa8661da637efb22ae544e1a99b2d1d83e7eb1cb5961e23e8b88d67d0a758,2048,1365,test
1525,roq_original_inspected,289964890,6026558,4621,10,Gavia pacifica,pacific loon,521332279,cc-by,"(c) cello caruso-turiello, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/521332279/large.jpg,ca6ba26b688a102c61b53b9a80480e65d802c652c714f359e758bd65ac8b8640,2048,1364,test
1526,roq_original_inspected,289964890,6026558,4621,10,Gavia pacifica,pacific loon,521332326,cc-by,"(c) cello caruso-turiello, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/521332326/large.jpg,07f17919d3aaeae7965c4cdcd9fcbf2fee9d978e4d9750176db249ad40d9631e,2048,1364,test
1527,robird_scaleup_v5_2_4_candidate,292739084,809488,4621,10,Gavia pacifica,pacific loon,526834100,cc-by,"(c) tcantrell52, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/526834100/large.jpg,76b45d486f23b24e1cf42472ae63e3982b9a76e9ea1914558605c97da72ee02f,1024,1024,
1528,robird_scaleup_v5_2_4_candidate,292739084,809488,4621,10,Gavia pacifica,pacific loon,526834411,cc-by,"(c) tcantrell52, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/526834411/large.jpg,eec6bd2bdfa2adbd388b72a8fd35b0003c94352491f5df72598d7bca1fb0eac3,1024,1024,
1529,robird_scaleup_v5_2_4_candidate,292739084,809488,4621,10,Gavia pacifica,pacific loon,526834412,cc-by,"(c) tcantrell52, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/526834412/large.jpg,6887c8d9d72523b8c007046449163e171712c42ebc785aef5cb717c461ececc7,1024,1024,
1530,roq_original_inspected,293237277,13514,4621,10,Gavia pacifica,pacific loon,527776340,cc-by,"(c) Bob Miller, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/527776340/large.jpg,f1e2988000469f6fb06412d88a9333ea182b5bec7cf736b3e435e500c48dec35,2048,1536,calibration
1531,roq_original_inspected,293237277,13514,4621,10,Gavia pacifica,pacific loon,527776385,cc-by,"(c) Bob Miller, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/527776385/large.jpg,ff5f4c017361a88e2493495db064bed6e7853395b29b2c778fd8920bd111e3ec,2048,1536,calibration
1532,roq_original_inspected,293237277,13514,4621,10,Gavia pacifica,pacific loon,527776424,cc-by,"(c) Bob Miller, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/527776424/large.jpg,91e03486b0a64cf881a06fccfae40b0ab575e7585b7db93e6cd1c24d179a5f44,2048,1536,calibration
1533,roq_original_inspected,293237277,13514,4621,10,Gavia pacifica,pacific loon,527776469,cc-by,"(c) Bob Miller, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/527776469/large.jpg,c1e8275549800f15b28278e2c786639b1f78a8421f49db70db8b73f74bf025d2,2048,1536,calibration
1534,roq_original_inspected,323279210,1243429,4621,10,Gavia pacifica,pacific loon,584923360,cc-by,"(c) znot, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/584923360/large.jpg,a332cfd3708cc36145555c0e26983a1a0fc34e85b3b2df0c482f99879c83499f,782,528,train
1535,roq_original_inspected,323279210,1243429,4621,10,Gavia pacifica,pacific loon,584923372,cc-by,"(c) znot, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/584923372/large.jpg,cfa639e316262936955188ee7baff7b313c64d9a020c6d817916d42b9f2c29e2,743,522,train
1536,roq_original_inspected,323279210,1243429,4621,10,Gavia pacifica,pacific loon,584923373,cc-by,"(c) znot, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/584923373/large.jpg,3b6e377e165b3d34af971e28b91732d50a3536d3eff78f53a944b4967df48783,579,384,train
1537,roq_original_inspected,326477407,356492,4621,10,Gavia pacifica,pacific loon,591294141,cc-by,"(c) frogspotter, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/591294141/large.jpg,7e37a980508481a388e3f871f33514ec4ae0f87ff4c41bf501b8b717a8f08732,187,126,calibration
